sample,unmapped,Reads_pe,Bases_pe
EGAF00004983284,24.182636,10857912,2120148906
EGAF00004983285,23.274708,12916111,2524187046
EGAF00004983286,26.122665,9385122,1840446198
EGAF00004983287,22.71921,12877493,2524220086
EGAF00004983288,27.115023,12823655,2510410829
EGAF00004983289,23.486393,13008408,2540859415
EGAF00004983290,25.121635,12084193,2372595587
EGAF00004983291,23.842775,21522228,4186361949
EGAF00004983292,25.100971,13512656,2648943417
EGAF00004983293,21.472961,10508410,2054059352
EGAF00004983294,23.473948,13351103,2629816873
EGAF00004983295,24.547243,14457964,2831935732
EGAF00004983296,22.926807,18160961,3511497349
EGAF00004983297,20.969254,14695549,2896608407
EGAF00004983298,23.083384,13943486,2760219214
EGAF00004983299,20.191229,18602393,3686375654
EGAF00004983300,27.827,8931714,1750059460
EGAF00004983301,26.069069,11480417,2260398110
EGAF00004983302,25.119818,12610648,2484494593
EGAF00004983303,25.616598,12745300,2489607286
EGAF00004983304,22.506416,15437459,3024036050
EGAF00004983305,23.991627,19550881,3876141100
EGAF00004983306,24.537886,13190350,2580694136
EGAF00004983307,26.674383,10350052,2018722578
EGAF00004983308,23.638397,14263320,2797089138
EGAF00004983309,23.755896,21384799,4193840336
EGAF00004983310,23.89778,21526305,4204050655
EGAF00004983311,19.83493,14165396,2793906917
EGAF00004983312,22.676373,18193316,3566870015
EGAF00004983313,24.584257,15192152,2971607848
EGAF00004983314,26.686352,11577977,2272878395
EGAF00004983315,21.911026,14449108,2856351029
EGAF00004983316,22.920435,12092391,2387899651
EGAF00004983317,20.781792,14377403,2839312022
EGAF00004983318,22.323656,11771571,2333223895
EGAF00004983319,24.871635,11112473,2201790493
EGAF00004983320,21.23841,13608576,2680723749
EGAF00004983321,24.702662,12528390,2471315146
EGAF00004983322,21.307922,9811043,1927056045
EGAF00004983323,24.456543,12798796,2523798145
EGAF00004983324,23.215849,16350599,3217199237
EGAF00004983325,25.535875,11150010,2180603408
EGAF00004983326,25.273943,12900218,2545191331
EGAF00004983327,28.083164,11474361,2245360542
EGAF00004983328,20.753103,16466627,3250775683
EGAF00004983329,21.259594,12762135,2508256225
EGAF00004983330,24.66429,11955297,2336384608
EGAF00004983331,29.297234,16669427,3267517174
EGAF00004983332,25.227886,9106297,1771402175
EGAF00004983333,22.793716,15603029,3072352331
EGAF00004983334,22.19134,13859577,2722183555
EGAF00004983335,22.527325,14439434,2846128250
EGAF00004983336,22.627752,8897239,1764769735
EGAF00004983337,27.409761,9523249,1885862697
EGAF00004983338,23.154915,11084541,2190150111
EGAF00004983339,22.955364,10055936,1979775685
EGAF00004983340,24.466396,9931089,1940144305
EGAF00004983341,24.772852,6094185,1208377611
EGAF00004983342,23.098135,10145712,1990991718
EGAF00004983343,28.20738,8432875,1660290202
EGAF00004983344,22.685034,7416130,1467223210
EGAF00004983345,29.564793,8485820,1656113133
EGAF00004983346,24.18039,16380524,3225446365
EGAF00004983347,25.680267,11508553,2265559072
EGAF00004983348,24.476492,10841195,2130460399
EGAF00004983349,21.758621,14331097,2834070629
EGAF00004983350,22.004318,15834487,3115649024
EGAF00004983351,25.473707,6875741,1338931088
EGAF00004983352,23.928028,12551201,2478399734
EGAF00004983353,25.039906,13976511,2740969747
EGAF00004983354,24.151152,15027514,2957846745
EGAF00004983355,22.8962,13609472,2684140044
